SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20
CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25.0,1.58,40.3,1.42e-06,1.17,31.7,2.06107559529182
CCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25.0,1.21467016498923,28.7,2.11e-06,0.79,43.3,1.85941708222605
CCCCCCCCCC[n+]1ccc(C(=O)NCCCCCCNC(=O)c2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,2.54668165995296,47.3,1.4e-06,1.19,24.7,4.7
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.02690000000004,34.0,2.02e-06,0.82,38.0,3.54717977556317
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.20690839982342,37.0,1.31e-06,1.26,35.0,4.14
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.41005039867429,36.5,7.85e-07,2.12,35.5,4.71
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.40011692792631,43.9,1.04e-06,1.8,28.1,5.91
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.61439372640169,34.5,9.47e-07,1.75,37.5,4.73
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.47755576649368,34.8,8.13e-07,2.04,37.2,4.63
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.29929628285498,33.6,1.4e-06,1.6,38.4,4.39
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.14813039927023,30.6,3e-06,0.55,41.4,3.64
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.90692869362394,28.5,1.06e-06,1.57,43.5,4.12
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.21681130892474,33.8,8.27e-07,1.19,38.2,4.0
CCCCCCCCCC[N+](C)(C)CC(=O)COCCOCC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.06600683616876,32.6,1.47e-06,1.33,39.4,3.86
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.76955107862173,47.0,4.17e-07,3.98,25.0,3.22
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.18775530319963,48.3,5.19e-07,2.01,23.7,3.54
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.10237290870956,33.4,1.48e-06,1.12,38.6,3.83615488046098
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.61978875828839,31.3,1.4e-06,1.19,40.7,4.48308155731207
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.50863830616573,32.5,1.59e-06,1.05,39.5,5.22470470586634
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,5.20760831050175,38.5,1.5e-06,1.11,33.5,5.60172024049082
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,4.29413628771608,38.0,9.28e-07,1.79,34.0,4.95476452285102
CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,2.7619538968712,37.9,1.03e-06,1.61,34.1,3.36141217225911
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.4089353929735,48.37,6.7e-07,2.49,23.6,5.72527067342907
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.93554201077308,41.0,8.8e-07,1.89,30.97,4.66537891816025
CCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.22914798835786,38.6,9.1e-07,1.83,33.37,3.08891190563153
CCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.3936186348894,38.5,1.08e-06,1.53,33.47,3.12345554227656
CCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.26680273489343,32.3,1.53e-06,1.09,39.7,3.8
CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.82973828460504,34.8,1.32e-06,1.23,37.2,4.75
CCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.25026368443094,37.5,1.38e-06,1.2,34.5,4.68
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,4.10237290870956,27.9,3.18e-06,0.78,44.1,5.05
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,4.04575749056068,30.0,2.84e-06,0.88,42.0,5.02
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,3.18045606445813,27.9,1.97e-06,1.26,44.1,4.9
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,2.85542579239038,30.7,2.07e-06,1.2,41.3,4.02
CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,2.64397414280688,28.0,1.98e-06,1.26,44.0,4.04
CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25.0,1.48148606012211,29.9,2.27e-06,1.1,42.1,2.54
CCCCCCCCCCCCCCNC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25.0,3.15490195998574,33.0,9.7e-07,1.14,39.0,4.29856391795326
CCCCCCCCCCOC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25.0,1.88605664769316,34.0,1.54e-06,0.72,38.0,2.56850154810714
CCCCCCCCOC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25.0,1.58502665202918,35.0,1.15e-06,0.96,37.0,2.44813812511314
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,4.18708664335714,36.4,1.11e-06,1.49,35.6,4.80251668418092
CCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,3.02227639471115,25.8,1.38e-06,1.21,46.2,3.85365582834349
CCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCC)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,1.86646109162978,35.1,1.07e-06,1.55,36.9,2.55810092722846
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.26760624017703,37.8,1.41e-06,1.17,34.2,3.83
CCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.72124639904717,37.8,1.85e-06,0.9,34.13,4.38
CCCCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,5.22184874961636,33.0,2.77e-06,0.6,39.0,5.69
CCCCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,5.51570016065321,23.5,2.37e-06,0.7,48.5,6.19
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,5.5003129173816,35.0,2.37e-06,0.7,37.0,5.8
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,5.54363396687096,32.7,3.32e-06,0.5,39.3,5.97
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,6.14874165128092,39.1,5.54e-06,0.3,32.9,6.27
CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,4.55129368009492,33.0,2.37e-06,0.7,39.0,5.2
CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,4.46980030179692,33.5,1.66e-06,1.0,38.5,5.3
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,4.65955588515988,34.3,1.38e-06,1.2,37.7,5.42
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,4.27327279097343,31.5,1.66e-06,1.0,40.5,5.42
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,5.66354026615147,40.8,4.15e-06,0.4,31.2,5.74
CCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCC.[I-].[I-],gemini cationic,25.0,3.57675412606319,32.2,1.38e-06,1.2,39.8,4.46
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,3.77989191195995,35.2,1.11e-06,1.5,36.8,4.52
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,3.59516628338006,32.2,1.66e-06,1.0,39.8,4.57
CCCCCCCCCCOCC(COCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,3.68193666503724,39.6,1.04e-06,1.6,32.4,4.46
CCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCC.[I-].[I-],gemini cationic,25.0,2.92445303860747,32.2,1.19e-06,1.4,39.8,3.64
CCCCCCCCOCC(COCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,2.92445303860747,36.7,1.04e-06,1.6,35.3,3.71
CCCCCCCCOCC(COCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,2.70114692359029,31.4,1.66e-06,1.0,40.6,3.63
CCCCCCCCOCC(COCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25.0,2.71669877129645,40.9,1.11e-06,1.5,31.1,3.37
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCCCCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.42021640338319,43.0,6.4e-07,2.59,29.0,5.2
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.41005039867429,40.0,3.78e-07,4.38,32.0,5.1
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,2.85078088734462,41.0,8.15e-07,2.03,31.0,4.7
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,4.3212995650017,50.0,1.57e-06,1.63,21.18,4.43
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,5.37161106994969,44.8,9.45e-07,1.42,26.38,5.6
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.79615153625377,46.1,8.03e-07,3.1,25.08,4.22
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.95039438740503,44.7,9.95e-07,2.61,26.48,4.37
CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,29.85,3.82246350007014,41.0,1.69e-06,1.47,30.18,4.27
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.04248848854552,42.79,1.68e-06,1.48,28.39,3.47
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.10264786565569,40.4,2.78e-06,0.9,30.78,3.35
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,4.2518119729938,43.2,1.06e-06,1.57,28.75,4.44
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.5704091977767,45.47,1.34e-06,1.24,26.52,3.55
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.78277934435548,47.87,2.26e-06,0.74,24.12,3.01
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.54060751224077,45.0,1.72e-06,0.97,27.0,4.87
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,5.04575749056068,48.0,1.24e-06,1.34,24.0,5.49
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.85387196432176,46.0,8.7e-07,1.91,26.0,5.35
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.60205999132796,51.1,1.81e-06,0.92,20.9,4.86
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.92811799269388,46.0,1.96e-06,0.84,26.0,4.97
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.68193666503724,47.0,2.36e-06,0.7,25.0,4.8
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.98296666070122,49.0,2.01e-06,0.83,23.0,5.06
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.84771165561694,44.8,1.65e-06,1.01,27.2,4.97
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.96257350205938,45.0,1.22e-06,1.36,27.0,5.02
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.68402965454308,41.6,1.06e-06,1.57,30.4,5.31
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,4.39040559077478,33.1,1.13e-06,1.47,38.9,5.53
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.68193666503724,32.0,1.14e-06,1.46,40.0,4.67
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25.0,3.60032627851896,30.4,1.11e-06,1.49,41.6,4.6
CCCCCCCCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25.0,4.02227639471115,27.5,9.38e-07,1.77,44.8,6.62
CCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25.0,3.67985371388895,30.1,8.59e-07,1.93,42.2,6.25
CCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25.0,3.18976748200492,32.5,7.01e-07,2.37,39.8,6.06
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,4.34103515733557,36.0,6.9e-07,2.44,36.0,5.7
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,4.29242982390206,49.1,4.9e-07,1.77,22.9,4.49
CCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,3.76700388960785,42.5,1.29e-06,1.29,29.5,4.18
CCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,3.26121944151563,35.4,9.9e-07,1.68,36.6,4.29
CCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,2.94615357314775,38.2,1.31e-06,1.26,33.8,3.3
CCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,2.54378584464201,36.0,1.32e-06,1.26,36.0,3.37
CCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25.0,2.18795610206977,39.9,1.63e-06,1.02,32.1,2.56
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.94309514866353,37.6,1.9e-06,0.87,34.37,3.58004425151024
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.97061622231479,35.2,3.52e-06,0.55,36.77,3.44009337496389
CCCCCCCCCCC(O)Cn1cc[n+](CCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,2.99139982823808,32.9,3.29e-06,0.72,39.07,3.72124639904717
CCCCCCCCCCC(O)Cn1cc[n+](CCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.11918640771921,28.1,2.81e-06,0.71,43.87,4.11350927482752
CCCCCCCCCCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25.0,3.14266750356873,30.0,2.53e-06,0.65,41.97,3.9100948885606
CCCCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,3.72124639904717,47.2,6.3e-07,2.62,24.8,4.17
CCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.97881070093006,46.1,8.4e-07,1.98,25.9,3.4
CCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25.0,2.17263072694617,45.6,9e-07,1.85,26.4,2.6
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,5.1890957193313,32.1,9.7e-07,1.7,39.9,6.0874722836821
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,3.85698519974591,32.3,8.2e-07,2.03,39.7,4.90901840039424
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25.0,2.93181413825384,33.4,8.83e-07,1.88,38.6,3.85423541644645
CCCCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,gemini cationic,25.0,4.58502665202918,47.8,5.5e-07,3.0,24.2,3.76955107862173
CCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCC)c2)c1,gemini cationic,25.0,3.85387196432176,33.64,7.6e-07,2.1,38.36,3.67778070526608
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1,gemini cationic,25.0,3.0,26.2,8.3e-07,1.98,45.8,2.87289520163519
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.85387196432176,40.0,2e-06,2.5,32.0,6.26
CCCCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,5.18045606445813,37.0,1.6e-06,3.5,35.0,5.72
CCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,4.23657200643706,39.0,1.1e-06,1.56,33.0,4.88
CCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25.0,3.2839966563652,40.0,9.7e-07,5.2,32.0,4.0
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCCC2)CCCC1.[Br-].[Br-],gemini cationic,25.0,3.17392519729917,40.0,1.39e-06,1.19,32.0,3.65
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCCCC2)CCCCC1.[Br-].[Br-],gemini cationic,25.0,3.2518119729938,41.6,1.48e-06,1.12,30.4,3.68
CCCCCCCCCCCC[N+]1(CC(=O)OCCOC(=O)C[N+]2(CCCCCCCCCCCC)CCOCC2)CCOCC1.[Br-].[Br-],gemini cationic,25.0,3.10237290870956,41.1,1.46e-06,1.14,30.9,3.52
